claim_id,customer_id,policy_id,date_id,adjuster_id,amount,status
109,742,170,66,60,9809.15,Pending
110,28,404,289,76,6663.7,Approved
111,659,439,237,18,1899.12,Denied
112,389,336,233,28,3335.77,Denied
113,285,432,42,33,4756.04,Pending
114,553,54,115,45,6536.43,Pending
115,42,32,103,32,8408.37,Pending
116,157,245,243,17,6727.64,Pending
117,224,477,132,90,7692.29,Approved
118,621,118,84,100,9650.74,Approved
119,593,27,295,40,6805.74,Denied
120,407,204,304,10,6937.08,Pending
121,249,105,155,90,8517.9,Pending
122,124,43,273,45,4340.94,Denied
123,71,519,175,83,225.26,Denied
124,502,109,186,56,6392.29,Denied
125,725,157,91,56,7364.57,Pending
126,277,496,224,60,8274.77,Pending
127,275,331,45,32,2861.39,Denied
128,250,476,313,73,6715.07,Denied
129,30,507,94,42,4926.74,Denied
130,265,349,306,36,7041.72,Denied
131,570,11,98,67,947.57,Pending
132,417,501,124,72,6937.03,Pending
133,729,503,9,58,1021.23,Approved
134,415,250,340,40,5857.4,Denied
135,567,544,218,45,9966.65,Pending
136,339,361,233,90,2782.07,Denied
137,237,124,99,93,3223.92,Pending
138,549,190,111,25,7412.19,Denied
139,742,538,145,77,9807.06,Approved
140,304,233,92,47,3092.45,Pending
141,547,130,24,36,9745.52,Pending
142,300,130,252,82,1115.62,Approved
143,588,292,246,61,4460.64,Approved
144,53,259,59,62,8238.94,Denied
145,504,76,323,74,6895.87,Approved
146,153,312,128,11,1272.67,Denied
147,621,232,268,100,3865.74,Denied
148,305,440,292,40,6248.17,Pending
149,758,102,107,98,6292.6,Denied
150,677,84,123,21,1820.75,Approved
151,161,3,231,53,6924.77,Denied
152,299,34,148,30,7098.86,Pending
153,465,73,120,88,9246.72,Pending
154,604,203,59,55,5491.17,Pending
155,153,273,37,19,690.42,Denied
156,610,296,64,57,4740.11,Denied
157,717,413,257,35,5445.82,Denied
158,83,41,166,56,6076.77,Approved
159,94,235,295,87,5912.52,Approved
160,784,276,21,74,7654.78,Approved
161,482,532,227,84,9169.12,Approved
162,600,447,252,82,9693.65,Denied
163,357,419,165,43,6734.32,Approved
164,338,422,254,89,2953.36,Denied
165,779,38,46,59,3213.72,Denied
166,119,414,1,66,6610.84,Pending
167,474,424,97,7,5232.55,Pending
168,775,511,227,81,7623.91,Approved
169,274,135,225,37,8820.38,Denied
170,125,30,312,81,8013.21,Pending
171,163,319,8,71,5567.29,Approved
172,231,117,61,60,6512.33,Approved
173,511,299,362,66,2806.91,Denied
174,484,250,283,59,1531.96,Approved
175,614,521,70,96,8653.87,Denied
176,792,425,260,44,2745.01,Approved
177,290,306,297,76,9989.13,Denied
178,153,458,248,69,3516.73,Pending
179,782,387,165,59,8709.06,Pending
180,245,393,211,30,532.11,Pending
181,485,391,340,50,7944.7,Pending
182,156,508,65,5,5072.68,Pending
183,340,103,52,57,5306.92,Denied
184,16,148,336,53,9702.57,Approved
185,481,272,320,44,6957.78,Pending
186,83,337,274,87,3862.09,Denied
187,642,500,19,70,6212.85,Approved
188,647,295,47,30,4396.32,Approved
189,779,103,86,57,6970.61,Approved
190,48,333,151,8,3648.79,Denied
191,150,251,211,68,5702.69,Approved
192,175,180,313,11,8721.31,Pending
193,700,247,299,64,1516.87,Denied
194,654,261,131,59,6701.72,Denied
195,295,162,227,10,9457.83,Pending
196,307,435,129,89,4622.67,Denied
197,204,394,55,62,2448.34,Pending
198,368,303,152,90,317.2,Pending
199,406,282,290,2,8664.17,Pending
200,51,509,118,37,6109.94,Denied
201,225,195,129,80,6809.87,Pending
202,786,141,50,81,9043.7,Pending
203,41,317,18,57,5837.78,Pending
204,135,93,168,38,7500.06,Approved
205,206,136,188,70,5355.44,Denied
206,169,264,152,62,7490.94,Denied
207,118,480,73,10,7566.1,Approved
208,693,407,188,72,994.0,Denied
209,15,271,64,69,4602.38,Pending
210,767,269,196,75,8241.93,Denied
211,111,240,13,61,6233.51,Pending
212,336,227,33,83,6390.5,Denied
213,718,310,210,84,1255.09,Approved
214,39,312,60,64,1062.2,Pending
215,139,398,190,59,6737.81,Pending
216,714,430,80,76,8865.6,Pending
217,102,502,209,79,9396.63,Denied
218,34,380,228,28,4502.49,Approved
219,372,102,189,88,5490.21,Pending
220,368,63,142,51,1979.1,Approved
221,466,94,109,85,6452.87,Pending
222,22,52,125,43,9889.33,Pending
223,211,71,284,98,2150.86,Approved
224,239,337,76,100,7907.57,Pending
225,3,284,67,19,5448.13,Approved
226,113,27,8,17,3646.6,Approved
227,603,332,90,3,2727.14,Approved
228,760,432,59,68,7482.09,Denied
229,460,371,304,66,1179.63,Pending
230,227,45,338,94,5262.37,Denied
231,659,32,246,8,8488.26,Denied
232,703,111,365,63,9106.04,Approved
233,83,330,76,78,750.25,Denied
234,640,333,306,49,5352.51,Denied
235,518,441,360,13,1232.7,Pending
236,667,221,232,56,8892.1,Denied
237,348,465,213,52,7323.16,Denied
238,438,321,131,86,3805.58,Approved
239,704,486,47,9,8334.54,Approved
240,443,99,191,96,8136.52,Pending
241,62,338,63,86,4167.01,Pending
242,769,434,27,93,9687.15,Pending
243,320,361,296,14,5123.38,Approved
244,673,494,56,29,3566.13,Pending
245,377,118,143,98,5783.59,Denied
246,575,27,337,78,8311.66,Denied
247,30,185,360,35,7647.85,Denied
248,360,7,74,24,5706.58,Denied
249,72,146,325,95,9720.92,Approved
250,765,544,193,28,4256.34,Denied
251,162,379,167,40,7790.67,Pending
252,611,87,80,7,1658.36,Pending
253,51,84,227,35,6653.19,Denied
254,622,453,140,54,2234.13,Pending
255,117,354,57,56,2904.14,Pending
256,608,499,342,68,3153.35,Approved
257,405,57,105,1,3084.05,Approved
258,786,141,131,98,2965.53,Approved
259,8,510,221,96,1839.38,Denied
260,546,236,287,65,8350.21,Denied
261,74,407,22,95,4418.57,Denied
262,80,321,220,74,5776.66,Pending
263,656,428,59,38,4109.82,Denied
264,176,472,186,89,972.49,Approved
265,250,447,206,76,5287.23,Denied
266,318,348,171,29,7813.27,Approved
267,523,117,262,68,2019.65,Denied
268,360,152,53,31,1549.8,Approved
269,178,157,336,98,846.0,Pending
270,506,476,289,97,7622.78,Denied
271,698,331,162,81,1594.48,Approved
272,481,453,156,81,7983.66,Pending
273,58,361,38,65,3173.04,Denied
274,39,59,147,48,859.64,Approved
275,630,520,237,50,5845.26,Pending
276,43,461,334,74,1963.57,Pending
277,488,514,32,20,4560.18,Denied
278,732,87,331,65,1808.33,Approved
279,725,449,269,57,5275.21,Approved
280,373,382,199,37,4146.82,Denied
281,696,54,332,81,3413.03,Denied
282,97,396,130,37,7264.96,Pending
283,618,154,42,43,5869.12,Approved
284,359,318,358,84,6655.14,Approved
285,610,87,287,40,3829.13,Denied
286,131,540,331,12,6737.51,Pending
287,371,19,159,47,1884.6,Approved
288,350,498,116,25,9999.77,Approved
289,80,303,260,13,7731.66,Pending
290,540,39,173,85,8776.29,Pending
291,135,386,84,20,1890.38,Pending
292,790,170,225,93,532.56,Denied
293,693,244,313,57,2920.79,Pending
294,460,240,123,69,3163.73,Denied
295,199,377,293,87,9845.95,Denied
296,788,289,196,100,5078.78,Denied
297,166,205,71,78,8742.72,Approved
298,657,493,284,48,9349.51,Pending
299,529,128,43,37,7654.86,Denied
300,461,526,224,19,1007.96,Approved
301,462,358,213,4,627.24,Pending
302,383,242,42,50,3811.64,Approved
303,327,102,333,92,3419.37,Approved
304,141,40,242,37,6991.11,Approved
305,778,481,316,58,151.99,Approved
306,20,263,77,28,5533.16,Pending
307,624,541,57,55,7784.11,Approved
308,309,125,123,7,4256.27,Pending
309,469,65,256,15,6007.72,Approved
310,648,528,124,74,7213.59,Denied
311,440,2,181,79,2481.59,Denied
312,192,88,185,68,770.03,Pending
313,558,520,284,65,301.31,Denied
314,45,397,130,48,7498.43,Denied
315,70,354,337,31,6319.74,Pending
316,753,341,23,18,3587.76,Denied
317,659,180,351,100,4699.77,Pending
318,491,187,33,18,7188.85,Denied
319,38,301,23,26,7931.98,Approved
320,324,318,204,66,9892.31,Pending
321,485,260,332,5,1991.92,Denied
322,800,49,170,84,2804.84,Denied
323,448,410,226,96,8956.91,Denied
324,348,192,355,64,5025.48,Pending
325,274,85,218,94,881.38,Pending
326,185,301,53,42,892.68,Pending
327,303,314,309,58,7204.86,Approved
328,707,455,229,45,519.32,Denied
329,630,446,328,36,9802.27,Approved
330,77,416,263,47,8030.85,Pending
331,164,32,312,19,6813.08,Denied
332,36,130,121,9,7807.3,Denied
333,371,393,17,73,6090.44,Pending
334,461,380,228,48,7654.54,Pending
335,141,543,204,47,3212.42,Denied
336,256,117,96,4,5040.54,Denied
337,576,121,134,34,7069.97,Approved
338,627,293,252,89,2081.77,Approved
339,76,463,228,23,9972.9,Pending
340,328,356,34,91,5544.97,Denied
341,308,162,364,92,9280.51,Pending
342,179,371,115,66,1301.49,Approved
343,143,243,14,64,3672.88,Pending
344,378,479,67,71,6158.29,Approved
345,68,317,246,51,5304.39,Denied
346,589,76,163,17,6459.15,Denied
347,478,530,66,45,8791.81,Pending
348,656,187,67,99,4382.92,Approved
349,128,531,156,20,1730.11,Denied
350,727,231,266,45,8959.77,Approved
351,257,202,283,82,2817.07,Pending
352,311,547,258,12,6445.78,Pending
353,595,158,338,22,6282.34,Pending
354,346,43,42,4,550.07,Pending
355,790,272,108,84,7692.89,Denied
356,633,32,322,64,5501.22,Pending
357,310,495,351,32,4120.32,Denied
358,75,62,226,21,4214.66,Denied
359,209,349,74,78,3194.57,Pending
360,327,354,67,52,7630.58,Pending
361,576,109,124,41,4718.08,Denied
362,461,254,50,19,600.99,Denied
363,631,429,82,32,8153.43,Pending
364,739,321,82,25,5032.83,Pending
365,479,511,255,40,329.45,Denied
366,518,469,111,31,5875.11,Approved
367,52,289,306,64,8835.16,Pending
368,689,482,275,37,180.96,Approved
369,442,138,188,34,7662.18,Denied
370,47,411,292,7,5661.99,Denied
371,567,296,198,10,5092.13,Pending
372,287,122,50,17,3999.65,Denied
373,572,375,74,97,2070.67,Pending
374,412,513,24,6,485.25,Pending
375,342,486,234,67,1574.51,Pending
376,144,336,164,79,1708.77,Pending
377,758,307,173,76,5122.42,Pending
378,546,502,289,91,3067.93,Approved
379,378,340,57,87,9800.99,Pending
380,316,28,243,77,2728.75,Pending
381,795,234,27,93,5876.88,Approved
382,537,390,349,19,2497.75,Pending
383,718,113,10,25,4466.28,Denied
384,156,423,105,89,4162.74,Pending
385,483,64,71,91,5234.96,Pending
386,333,490,193,68,3206.15,Approved
387,471,546,280,44,3607.44,Pending
388,698,271,248,79,2003.42,Approved
389,286,306,153,29,7734.63,Pending
390,213,501,246,41,3553.15,Pending
391,281,295,294,16,6798.56,Denied
392,405,354,75,99,2975.48,Denied
393,732,81,227,45,6594.12,Pending
394,491,220,276,26,2784.21,Pending
395,713,279,56,18,6195.2,Pending
396,246,249,343,7,9061.32,Approved
397,654,239,52,7,4191.68,Pending
398,484,103,71,88,151.3,Pending
399,162,417,244,84,4826.74,Approved
400,775,295,147,42,6494.39,Approved
401,668,238,20,69,9140.97,Approved
402,428,181,204,5,7900.81,Approved
403,767,297,5,5,3054.08,Pending
404,110,344,233,37,9892.08,Pending
405,537,506,259,18,4733.41,Approved
406,116,339,235,21,6518.02,Pending
407,191,15,173,95,7928.6,Pending
408,691,198,313,23,8575.85,Denied
409,438,528,45,42,4068.25,Approved
410,190,144,166,62,9364.67,Approved
411,268,393,229,31,7562.19,Denied
412,310,12,335,34,3659.57,Approved
413,64,122,158,60,1681.2,Pending
414,515,319,61,89,6423.24,Denied
415,377,227,69,29,4834.0,Denied
416,766,383,360,54,5537.42,Denied
417,776,224,127,98,6835.39,Pending
418,84,539,271,58,7067.28,Approved
419,578,115,281,8,9038.59,Approved
420,587,550,85,20,3348.36,Pending
421,453,120,106,88,7197.49,Denied
422,94,523,29,58,4588.98,Pending
423,426,468,30,73,5632.09,Pending
424,316,23,131,51,8182.89,Pending
425,224,75,217,6,3510.84,Approved
426,555,62,242,9,414.18,Denied
427,185,139,329,99,9785.5,Pending
428,431,384,230,49,8709.24,Denied
429,385,83,339,88,8758.08,Approved
430,670,357,92,16,9929.18,Denied
431,542,131,115,94,8364.73,Approved
432,306,475,279,87,4298.87,Denied
433,236,254,178,59,1635.7,Approved
434,743,116,339,5,4250.48,Approved
435,247,212,52,9,5980.05,Denied
436,613,50,23,32,4082.43,Approved
437,553,223,29,97,1487.34,Denied
438,240,327,307,74,7748.13,Denied
439,243,310,339,19,5260.39,Denied
440,308,282,286,8,9490.35,Pending
441,180,438,254,72,564.15,Denied
442,659,391,164,68,6993.45,Denied
443,153,308,95,49,7568.72,Denied
444,247,231,363,39,1529.08,Denied
445,60,423,286,54,5346.92,Denied
446,249,262,170,27,6502.39,Denied
447,380,95,98,69,610.21,Denied
448,690,41,97,10,8066.04,Pending
449,742,223,107,62,8707.79,Denied
450,311,16,98,28,9624.57,Approved
451,765,491,357,32,6083.58,Approved
452,407,246,165,71,7777.59,Denied
453,478,547,184,84,3153.38,Denied
454,526,510,51,60,8047.88,Pending
455,481,328,190,27,3197.93,Approved
456,577,227,75,95,260.58,Pending
457,599,428,79,38,2042.3,Approved
458,389,252,282,64,6580.62,Pending
459,346,264,251,98,9668.43,Pending
460,758,503,87,59,7354.45,Denied
461,174,144,280,93,4934.33,Pending
462,658,61,18,68,8406.78,Approved
463,685,50,4,98,4182.68,Pending
464,237,70,78,91,190.5,Pending
465,467,383,317,8,6413.51,Pending
466,495,500,4,3,5368.9,Denied
467,13,18,141,68,5403.81,Denied
468,18,515,346,90,4362.67,Approved
469,110,99,77,68,2485.59,Pending
470,540,259,137,46,7969.87,Approved
471,383,416,290,59,2507.76,Pending
472,232,308,42,88,6571.98,Pending
473,778,33,208,12,3854.71,Pending
474,488,58,5,82,7058.17,Approved
475,512,445,170,83,5701.98,Approved
476,541,44,109,30,9022.6,Pending
477,581,487,24,35,9249.18,Pending
478,288,34,162,23,255.02,Approved
479,602,148,365,97,8226.93,Approved
480,307,167,124,73,5710.29,Denied
481,694,340,72,50,7925.93,Pending
482,742,81,178,65,631.59,Denied
483,238,78,310,44,7713.16,Pending
484,407,335,325,4,2805.94,Denied
485,503,234,284,46,9417.31,Denied
486,191,390,317,11,3024.26,Approved
487,731,76,138,11,1626.79,Pending
488,650,158,200,95,3235.11,Approved
489,94,6,228,40,3663.18,Denied
490,105,136,96,12,4366.7,Pending
491,569,525,53,53,359.99,Denied
492,568,96,307,77,7865.94,Denied
493,13,299,199,53,7813.77,Pending
494,573,249,267,74,1778.87,Denied
495,174,143,155,35,2757.23,Approved
496,65,172,142,56,4268.91,Denied
497,79,370,127,33,7236.9,Denied
498,609,201,55,59,1441.35,Approved
499,406,341,195,80,8060.36,Denied
500,451,343,334,56,9744.83,Approved
501,308,329,356,78,2088.43,Denied
502,182,408,150,41,7375.26,Pending
503,503,249,193,42,2874.97,Denied
504,374,117,103,73,5963.05,Pending
505,185,28,237,94,9435.45,Approved
506,449,299,36,89,8207.76,Denied
507,690,512,325,18,3098.04,Denied
508,675,158,217,92,7911.86,Approved
509,460,491,206,75,5390.24,Pending
510,429,38,360,47,8965.47,Pending
511,609,88,128,14,6610.26,Denied
512,171,46,331,73,6806.97,Denied
513,771,340,55,56,204.42,Denied
514,228,523,266,96,5624.13,Pending
515,590,227,192,58,3972.23,Pending
516,603,513,177,20,9977.26,Denied
517,108,303,44,54,1249.09,Pending
518,146,357,176,40,4607.79,Approved
519,534,495,244,45,1066.47,Pending
520,714,464,35,41,3072.61,Pending
521,118,24,332,44,1182.69,Approved
522,759,250,90,67,5563.91,Denied
523,574,437,119,60,7997.78,Pending
524,189,191,337,82,4378.13,Approved
525,756,203,304,58,4352.57,Approved
526,722,220,143,27,7548.02,Approved
527,592,105,96,69,3721.35,Approved
528,469,117,344,34,8640.1,Pending
529,655,321,199,77,6151.95,Pending
530,117,357,235,46,6211.89,Pending
531,723,305,303,79,939.04,Approved
532,321,121,157,31,1257.79,Denied
533,711,145,199,66,4240.57,Approved
534,589,393,96,55,4918.04,Pending
535,711,178,86,72,4947.46,Approved
536,192,323,318,58,630.75,Denied
537,10,497,100,18,8170.64,Pending
538,518,507,351,53,4968.09,Pending
539,455,501,43,22,5697.44,Approved
540,300,34,116,36,5422.33,Approved
541,800,469,254,73,5542.29,Approved
542,587,117,279,35,8250.5,Denied
543,556,43,226,98,5508.9,Denied
544,105,254,17,39,4552.35,Denied
545,90,450,122,16,2177.79,Pending
546,603,360,313,91,6364.43,Approved
547,631,143,106,27,8073.86,Pending
548,360,546,306,36,5433.81,Denied
549,721,300,294,38,2746.7,Pending
550,696,98,211,18,9195.81,Denied
551,672,130,68,90,2571.8,Pending
552,330,254,347,98,3987.74,Approved
553,592,276,213,81,3814.21,Approved
554,649,96,264,52,7523.04,Pending
555,378,466,168,63,5861.36,Pending
556,96,470,341,82,7003.16,Approved
557,548,408,220,28,8265.99,Denied
558,275,331,173,37,5518.37,Approved
559,580,497,350,44,7646.31,Approved
560,102,471,64,3,9301.39,Approved
561,452,468,220,1,2102.95,Pending
562,136,310,141,21,1024.07,Denied
563,257,85,341,48,9047.62,Approved
564,54,406,157,81,7287.28,Approved
565,440,94,49,91,110.75,Denied
566,80,136,116,76,5242.5,Denied
567,10,9,176,90,8189.38,Denied
568,711,136,37,62,2366.57,Approved
569,749,105,161,14,3738.86,Denied
570,141,392,69,100,6451.6,Pending
571,147,71,289,68,183.9,Pending
572,169,451,110,45,6317.99,Approved
573,422,454,45,28,8976.27,Approved
574,771,127,197,76,3580.2,Denied
575,323,144,142,32,6481.74,Approved
576,567,292,354,100,365.56,Pending
577,309,211,311,67,5144.27,Pending
578,402,303,28,83,7859.64,Approved
579,507,396,124,15,5045.87,Pending
580,73,541,185,2,9345.85,Approved
581,397,431,280,47,6861.13,Denied
582,789,75,301,3,768.57,Denied
583,221,41,204,8,5115.44,Pending
584,730,514,213,99,4293.39,Denied
585,85,550,316,69,1611.54,Approved
586,318,81,105,66,9745.7,Approved
587,550,335,301,51,6379.51,Pending
588,698,68,358,40,4431.11,Approved
589,60,251,223,12,1248.27,Pending
590,624,57,342,40,7442.77,Pending
591,180,123,363,2,1458.4,Approved
592,168,509,268,45,5220.51,Pending
593,266,171,65,48,7522.79,Denied
594,751,121,16,99,3416.61,Denied
595,279,537,135,9,7152.0,Pending
596,643,79,234,64,5156.74,Approved
597,512,171,81,48,2625.65,Approved
598,588,119,261,30,125.43,Approved
599,251,48,187,61,3891.5,Approved
600,184,37,336,71,4251.76,Denied
601,255,427,164,93,2785.45,Approved
602,586,382,258,16,6765.92,Approved
603,184,229,24,67,9545.39,Approved
604,477,290,160,100,3340.28,Pending
605,468,9,103,48,2986.79,Denied
606,758,249,189,60,5957.74,Denied
607,792,201,280,94,7628.77,Approved
608,155,7,13,53,2406.68,Denied
609,652,10,1,43,7613.4,Denied
610,756,315,106,14,5345.16,Approved
611,430,504,73,8,7145.36,Approved
612,45,238,212,67,7038.38,Denied
613,470,87,49,75,5103.73,Pending
614,404,77,291,76,716.6,Pending
615,134,243,134,38,8524.05,Denied
616,718,335,232,41,2792.36,Approved
617,208,140,300,100,1178.83,Approved
618,169,461,161,60,4124.47,Pending
619,367,213,158,58,4687.13,Approved
620,93,162,156,88,8281.23,Pending
621,618,42,168,28,1568.41,Pending
622,255,365,263,51,584.61,Denied
623,267,179,208,4,8560.55,Pending
624,767,256,237,13,1108.88,Approved
625,125,13,114,8,1394.08,Denied
626,382,87,301,75,2662.32,Approved
627,23,67,331,26,4489.97,Approved
628,95,340,22,16,9428.58,Approved
629,173,444,203,93,5011.65,Denied
630,700,437,182,23,2225.69,Approved
631,282,287,77,58,443.03,Pending
632,632,252,152,83,5039.03,Pending
633,491,63,144,12,3891.85,Denied
634,205,539,323,32,9941.46,Pending
635,20,392,184,92,4848.88,Denied
636,353,515,199,42,2777.31,Approved
637,327,225,144,4,680.05,Denied
638,543,367,300,99,9996.1,Approved
639,103,254,124,85,2738.62,Pending
640,58,225,199,74,3612.57,Approved
641,181,243,163,76,8081.48,Pending
642,368,29,359,91,3581.65,Pending
643,578,146,97,73,8383.3,Denied
644,556,317,252,23,475.84,Approved
645,239,225,270,3,4832.09,Denied
646,629,207,175,17,7197.68,Denied
647,61,23,301,19,7076.49,Approved
648,793,114,187,68,9609.53,Denied
649,722,406,52,76,3431.95,Denied
650,140,162,224,94,7939.24,Denied
651,665,325,363,23,9690.55,Pending
652,629,366,341,29,5930.61,Approved
653,388,315,353,94,3015.72,Approved
654,747,2,294,90,3976.85,Pending
655,34,187,163,78,9218.28,Pending
656,227,107,73,64,3378.57,Approved
657,244,356,86,41,6398.25,Approved
658,726,344,6,58,2725.6,Approved
659,710,70,132,45,7891.5,Pending
660,2,50,225,50,7352.59,Approved
661,424,505,180,49,5505.64,Approved
662,491,231,232,21,829.72,Approved
663,302,21,134,41,9521.46,Approved
664,351,175,83,49,7346.65,Pending
665,96,347,315,77,8942.94,Pending
666,32,442,85,84,6112.44,Denied
667,161,55,170,13,2134.95,Approved
668,420,272,145,85,3044.27,Approved
669,51,403,282,74,8414.56,Approved
670,56,370,219,1,967.52,Pending
671,641,492,50,26,354.78,Approved
672,654,299,243,11,8453.31,Denied
673,408,483,339,63,2723.54,Pending
674,558,397,190,24,8866.38,Denied
675,192,457,135,6,4453.43,Denied
676,232,276,32,73,1596.19,Pending
677,684,100,343,11,3503.53,Pending
678,424,233,32,71,8423.89,Pending
679,429,549,244,88,5769.87,Approved
680,488,307,203,11,9037.49,Pending
681,36,515,265,74,8024.46,Pending
682,636,151,230,16,1811.5,Approved
683,217,198,22,17,4291.41,Pending
684,446,207,76,81,8357.67,Denied
685,328,69,199,12,5608.01,Pending
686,334,283,235,67,9179.9,Approved
687,718,536,58,54,4202.98,Approved
688,581,103,289,14,7817.49,Denied
689,549,353,136,53,3892.13,Denied
690,586,485,89,5,2826.6,Approved
691,634,412,203,5,8906.78,Denied
692,708,244,244,7,9216.27,Denied
693,21,346,160,39,2875.43,Denied
694,713,101,69,30,3074.76,Pending
695,454,329,214,35,6089.29,Approved
696,193,453,209,28,7435.35,Pending
697,383,58,82,66,749.61,Pending
698,519,414,269,18,8805.39,Approved
699,178,198,30,26,2569.95,Denied
700,52,370,102,91,2812.38,Denied
701,518,407,64,82,6843.63,Approved
702,382,501,229,77,1858.08,Denied
703,601,359,84,45,8392.77,Denied
704,767,93,15,37,3927.0,Approved
705,586,220,332,29,2328.61,Approved
706,276,420,11,66,8659.84,Pending
707,10,486,332,17,1814.69,Approved
708,230,259,157,78,7156.13,Pending
709,659,282,193,55,8530.7,Denied
710,259,224,155,60,6804.24,Pending
711,407,105,262,1,9994.35,Denied
712,575,290,351,39,1170.23,Approved
713,345,284,167,82,8628.77,Denied
714,672,306,77,25,5221.21,Approved
715,59,414,164,85,6839.48,Pending
716,27,510,133,38,9078.42,Denied
717,398,37,363,75,9948.06,Approved
718,352,228,274,88,6419.3,Denied
719,688,368,154,65,8469.65,Pending
720,572,186,50,38,4760.73,Pending
721,265,188,172,88,6578.9,Approved
722,364,229,158,96,4262.68,Denied
723,381,267,151,75,4691.23,Approved
724,482,55,299,82,5845.1,Pending
725,73,484,257,25,1286.18,Pending
726,391,543,212,39,635.21,Approved
727,141,206,210,44,9873.2,Denied
728,147,324,93,92,7811.52,Denied
729,341,182,325,41,674.33,Denied
730,281,215,87,98,5805.16,Approved
731,502,91,315,17,4393.74,Denied
732,414,440,197,62,146.22,Pending
733,205,383,165,2,7592.79,Pending
734,196,19,3,87,6304.2,Approved
735,232,353,67,40,1116.81,Pending
736,603,314,34,22,8256.05,Denied
